"No Fournisseur","Division","No Doc d'achat","Item","No Pièce","Description","Sous Description","No dessin","Rév dessin","Prix","Devise","UM Prix","Base de prix","Unité qté à Unité prix","Unité prix à Unité qté","Ach","Planif","Pays Orig","Code HS","Code visa","UM Qté","Type emb","Date déb qté cum","Qté cum  reçue","Qté cum zone ferme","Qté cum zone matière","Qté dern récep","Date dern récep","Type d'appel","No appel","Date appel","Heure appel","Date fin zone ferme","Date fin zone Matière","Qté Cédulée","Qté Reçue","Bal à recevoir","Date Récp au Site BRP","Heure Récp au Site BRP","Regroup","Ferme ou Matière","Qté Appel Préc","Diff qté cédulée"
"0000104947","0001","5500042896","00010","509000436","TUBE RADIATEUR SUPÉRIEUR","","509000436","C","1.18","USD","PC","1","1","1","150","201","CA","","","PC","62","2009/02/04","7100.000","18500.000","25300.000","200.000","2009/07/10","1","0000000038","2009/08/18","11:28:36","2009/09/15","2009/10/27","200.000","0","200.000","2009/08/19","00:00:00","D","F","200.000","0"
"0000104947","0001","5500042896","00010","509000436","TUBE RADIATEUR SUPÉRIEUR","","509000436","C","1.18","USD","PC","1","1","1","150","201","CA","","","PC","62","2009/02/04","7100.000","18500.000","25300.000","200.000","2009/07/10","1","0000000038","2009/08/18","11:28:36","2009/09/15","2009/10/27","1300.000","0","1300.000","2009/08/20","00:00:00","D","F","0","1300.000"
"0000104947","0001","5500042896","00010","509000436","TUBE RADIATEUR SUPÉRIEUR","","509000436","C","1.18","USD","PC","1","1","1","150","201","CA","","","PC","62","2009/02/04","7100.000","18500.000","25300.000","200.000","2009/07/10","1","0000000038","2009/08/18","11:28:36","2009/09/15","2009/10/27","1100.000","0","1100.000","2009/08/24","00:00:00","D","F","0","1100.000"
"0000104947","0001","5500042896","00010","509000436","TUBE RADIATEUR SUPÉRIEUR","","509000436","C","1.18","USD","PC","1","1","1","150","201","CA","","","PC","62","2009/02/04","7100.000","18500.000","25300.000","200.000","2009/07/10","1","0000000038","2009/08/18","11:28:36","2009/09/15","2009/10/27","1000.000","0","1000.000","2009/08/25","00:00:00","D","F","200.000","800.000"
"0000104947","0001","5500042896","00010","509000436","TUBE RADIATEUR SUPÉRIEUR","","509000436","C","1.18","USD","PC","1","1","1","150","201","CA","","","PC","62","2009/02/04","7100.000","18500.000","25300.000","200.000","2009/07/10","1","0000000038","2009/08/18","11:28:36","2009/09/15","2009/10/27","1100.000","0","1100.000","2009/08/26","00:00:00","D","F","1000.000","100.000"
"0000104947","0001","5500042896","00010","509000436","TUBE RADIATEUR SUPÉRIEUR","","509000436","C","1.18","USD","PC","1","1","1","150","201","CA","","","PC","62","2009/02/04","7100.000","18500.000","25300.000","200.000","2009/07/10","1","0000000038","2009/08/18","11:28:36","2009/09/15","2009/10/27","1100.000","0","1100.000","2009/08/27","00:00:00","D","F","800.000","300.000"
"0000104947","0001","5500042896","00010","509000436","TUBE RADIATEUR SUPÉRIEUR","","509000436","C","1.18","USD","PC","1","1","1","150","201","CA","","","PC","62","2009/02/04","7100.000","18500.000","25300.000","200.000","2009/07/10","1","0000000038","2009/08/18","11:28:36","2009/09/15","2009/10/27","700.000","0","700.000","2009/08/31","00:00:00","D","F","1000.000","-300.000"
"0000104947","0001","5500042896","00010","509000436","TUBE RADIATEUR SUPÉRIEUR","","509000436","C","1.18","USD","PC","1","1","1","150","201","CA","","","PC","62","2009/02/04","7100.000","18500.000","25300.000","200.000","2009/07/10","1","0000000038","2009/08/18","11:28:36","2009/09/15","2009/10/27","600.000","0","600.000","2009/09/01","00:00:00","D","F","1100.000","-500.000"
"0000104947","0001","5500042896","00010","509000436","TUBE RADIATEUR SUPÉRIEUR","","509000436","C","1.18","USD","PC","1","1","1","150","201","CA","","","PC","62","2009/02/04","7100.000","18500.000","25300.000","200.000","2009/07/10","1","0000000038","2009/08/18","11:28:36","2009/09/15","2009/10/27","600.000","0","600.000","2009/09/02","00:00:00","D","F","800.000","-200.000"
"0000104947","0001","5500042896","00010","509000436","TUBE RADIATEUR SUPÉRIEUR","","509000436","C","1.18","USD","PC","1","1","1","150","201","CA","","","PC","62","2009/02/04","7100.000","18500.000","25300.000","200.000","2009/07/10","1","0000000038","2009/08/18","11:28:36","2009/09/15","2009/10/27","600.000","0","600.000","2009/09/03","00:00:00","D","F","1100.000","-500.000"
"0000104947","0001","5500042896","00010","509000436","TUBE RADIATEUR SUPÉRIEUR","","509000436","C","1.18","USD","PC","1","1","1","150","201","CA","","","PC","62","2009/02/04","7100.000","18500.000","25300.000","200.000","2009/07/10","1","0000000038","2009/08/18","11:28:36","2009/09/15","2009/10/27","500.000","0","500.000","2009/09/08","00:00:00","D","F","500.000","0"
"0000104947","0001","5500042896","00010","509000436","TUBE RADIATEUR SUPÉRIEUR","","509000436","C","1.18","USD","PC","1","1","1","150","201","CA","","","PC","62","2009/02/04","7100.000","18500.000","25300.000","200.000","2009/07/10","1","0000000038","2009/08/18","11:28:36","2009/09/15","2009/10/27","0","0","0","2009/09/09","00:00:00","D","F","500.000","-500.000"
"0000104947","0001","5500042896","00010","509000436","TUBE RADIATEUR SUPÉRIEUR","","509000436","C","1.18","USD","PC","1","1","1","150","201","CA","","","PC","62","2009/02/04","7100.000","18500.000","25300.000","200.000","2009/07/10","1","0000000038","2009/08/18","11:28:36","2009/09/15","2009/10/27","700.000","0","700.000","2009/09/10","00:00:00","D","F","600.000","100.000"
"0000104947","0001","5500042896","00010","509000436","TUBE RADIATEUR SUPÉRIEUR","","509000436","C","1.18","USD","PC","1","1","1","150","201","CA","","","PC","62","2009/02/04","7100.000","18500.000","25300.000","200.000","2009/07/10","1","0000000038","2009/08/18","11:28:36","2009/09/15","2009/10/27","800.000","0","800.000","2009/09/11","00:00:00","D","F","500.000","300.000"
"0000104947","0001","5500042896","00010","509000436","TUBE RADIATEUR SUPÉRIEUR","","509000436","C","1.18","USD","PC","1","1","1","150","201","CA","","","PC","62","2009/02/04","7100.000","18500.000","25300.000","200.000","2009/07/10","1","0000000038","2009/08/18","11:28:36","2009/09/15","2009/10/27","500.000","0","500.000","2009/09/14","00:00:00","D","F","500.000","0"
"0000104947","0001","5500042896","00010","509000436","TUBE RADIATEUR SUPÉRIEUR","","509000436","C","1.18","USD","PC","1","1","1","150","201","CA","","","PC","62","2009/02/04","7100.000","18500.000","25300.000","200.000","2009/07/10","1","0000000038","2009/08/18","11:28:36","2009/09/15","2009/10/27","600.000","0","600.000","2009/09/15","00:00:00","D","F","600.000","0"
"0000104947","0001","5500042896","00010","509000436","TUBE RADIATEUR SUPÉRIEUR","","509000436","C","1.18","USD","PC","1","1","1","150","201","CA","","","PC","62","2009/02/04","7100.000","18500.000","25300.000","200.000","2009/07/10","1","0000000038","2009/08/18","11:28:36","2009/09/15","2009/10/27","600.000","0","600.000","2009/09/16","00:00:00","D","M","600.000","0"
"0000104947","0001","5500042896","00010","509000436","TUBE RADIATEUR SUPÉRIEUR","","509000436","C","1.18","USD","PC","1","1","1","150","201","CA","","","PC","62","2009/02/04","7100.000","18500.000","25300.000","200.000","2009/07/10","1","0000000038","2009/08/18","11:28:36","2009/09/15","2009/10/27","500.000","0","500.000","2009/09/17","00:00:00","D","M","600.000","-100.000"
"0000104947","0001","5500042896","00010","509000436","TUBE RADIATEUR SUPÉRIEUR","","509000436","C","1.18","USD","PC","1","1","1","150","201","CA","","","PC","62","2009/02/04","7100.000","18500.000","25300.000","200.000","2009/07/10","1","0000000038","2009/08/18","11:28:36","2009/09/15","2009/10/27","500.000","0","500.000","2009/09/21","00:00:00","D","M","500.000","0"
"0000104947","0001","5500042896","00010","509000436","TUBE RADIATEUR SUPÉRIEUR","","509000436","C","1.18","USD","PC","1","1","1","150","201","CA","","","PC","62","2009/02/04","7100.000","18500.000","25300.000","200.000","2009/07/10","1","0000000038","2009/08/18","11:28:36","2009/09/15","2009/10/27","600.000","0","600.000","2009/09/22","00:00:00","D","M","600.000","0"
"0000104947","0001","5500042896","00010","509000436","TUBE RADIATEUR SUPÉRIEUR","","509000436","C","1.18","USD","PC","1","1","1","150","201","CA","","","PC","62","2009/02/04","7100.000","18500.000","25300.000","200.000","2009/07/10","1","0000000038","2009/08/18","11:28:36","2009/09/15","2009/10/27","500.000","0","500.000","2009/09/23","00:00:00","D","M","500.000","0"
"0000104947","0001","5500042896","00010","509000436","TUBE RADIATEUR SUPÉRIEUR","","509000436","C","1.18","USD","PC","1","1","1","150","201","CA","","","PC","62","2009/02/04","7100.000","18500.000","25300.000","200.000","2009/07/10","1","0000000038","2009/08/18","11:28:36","2009/09/15","2009/10/27","600.000","0","600.000","2009/09/24","00:00:00","D","M","600.000","0"
"0000104947","0001","5500042896","00010","509000436","TUBE RADIATEUR SUPÉRIEUR","","509000436","C","1.18","USD","PC","1","1","1","150","201","CA","","","PC","62","2009/02/04","7100.000","18500.000","25300.000","200.000","2009/07/10","1","0000000038","2009/08/18","11:28:36","2009/09/15","2009/10/27","1400.000","0","1400.000","2009/09/28","00:00:00","W","M","1400.000","0"
"0000104947","0001","5500042896","00010","509000436","TUBE RADIATEUR SUPÉRIEUR","","509000436","C","1.18","USD","PC","1","1","1","150","201","CA","","","PC","62","2009/02/04","7100.000","18500.000","25300.000","200.000","2009/07/10","1","0000000038","2009/08/18","11:28:36","2009/09/15","2009/10/27","1400.000","0","1400.000","2009/10/05","00:00:00","W","M","1400.000","0"
"0000104947","0001","5500042896","00010","509000436","TUBE RADIATEUR SUPÉRIEUR","","509000436","C","1.18","USD","PC","1","1","1","150","201","CA","","","PC","62","2009/02/04","7100.000","18500.000","25300.000","200.000","2009/07/10","1","0000000038","2009/08/18","11:28:36","2009/09/15","2009/10/27","700.000","0","700.000","2009/10/12","00:00:00","W","M","700.000","0"
"0000104947","0001","5500042896","00010","509000436","TUBE RADIATEUR SUPÉRIEUR","","509000436","C","1.18","USD","PC","1","1","1","150","201","CA","","","PC","62","2009/02/04","7100.000","18500.000","25300.000","200.000","2009/07/10","1","0000000038","2009/08/18","11:28:36","2009/09/15","2009/10/27","1100.000","0","1100.000","2009/10/26","00:00:00","W","","1100.000","0"
"0000104947","0001","5500042896","00010","509000436","TUBE RADIATEUR SUPÉRIEUR","","509000436","C","1.18","USD","PC","1","1","1","150","201","CA","","","PC","62","2009/02/04","7100.000","18500.000","25300.000","200.000","2009/07/10","1","0000000038","2009/08/18","11:28:36","2009/09/15","2009/10/27","2400.000","0","2400.000","2009/11/02","00:00:00","W","","2400.000","0"
"0000104947","0001","5500042896","00010","509000436","TUBE RADIATEUR SUPÉRIEUR","","509000436","C","1.18","USD","PC","1","1","1","150","201","CA","","","PC","62","2009/02/04","7100.000","18500.000","25300.000","200.000","2009/07/10","1","0000000038","2009/08/18","11:28:36","2009/09/15","2009/10/27","1400.000","0","1400.000","2009/11/09","00:00:00","W","","1400.000","0"
"0000104947","0001","5500042896","00010","509000436","TUBE RADIATEUR SUPÉRIEUR","","509000436","C","1.18","USD","PC","1","1","1","150","201","CA","","","PC","62","2009/02/04","7100.000","18500.000","25300.000","200.000","2009/07/10","1","0000000038","2009/08/18","11:28:36","2009/09/15","2009/10/27","422.000","0","422.000","2009/11/16","00:00:00","W","","416.000","6.000"
"0000104947","0001","5500044850","00010","512059537","LOGEMENT INFERIEUR","","512059537","C","7.79","USD","PC","1","1","1","103","201","CA","","","PC","62","2009/03/25","0","100.000","344.000","0","0000/00/00","1","0000000023","2009/08/17","02:02:31","2009/09/14","2009/10/26","100.000","0","100.000","2009/08/19","00:00:00","D","F","100.000","0"
"0000104947","0001","5500044850","00010","512059537","LOGEMENT INFERIEUR","","512059537","C","7.79","USD","PC","1","1","1","103","201","CA","","","PC","62","2009/03/25","0","100.000","344.000","0","0000/00/00","1","0000000023","2009/08/17","02:02:31","2009/09/14","2009/10/26","244.000","0","244.000","2009/10/05","00:00:00","W","M","244.000","0"
"0000104947","0001","5500044851","00010","512059538","LOGEMENT SUPERIEUR","","512059538","A.","7.09","USD","PC","1","1","1","103","201","CA","","","PC","62","2009/03/25","0","0","332.000","0","0000/00/00","1","0000000022","2009/08/17","02:02:32","2009/09/14","2009/10/26","332.000","0","332.000","2009/10/05","00:00:00","W","M","332.000","0"
"0000104947","0001","5500044852","00010","512060108","ATTACHE MOTEUR MAG AVANT","","512060108","K","4.52","USD","PC","1","1","1","103","201","CA","","","PC","84","2009/03/25","0","0","334.000","0","0000/00/00","1","0000000022","2009/08/17","02:02:32","2009/09/14","2009/10/26","334.000","0","334.000","2009/10/05","00:00:00","W","M","334.000","0"
"0000104947","0001","5500044853","00010","512060173","ATTACHE MOTEUR PTO ARRIÈRE","","512060173","J.","4.15","USD","PC","1","1","1","103","201","CA","","","PC","84","2009/03/25","0","100.000","349.000","0","0000/00/00","1","0000000022","2009/08/17","02:02:32","2009/09/14","2009/10/26","100.000","0","100.000","2009/08/19","00:00:00","D","F","100.000","0"
"0000104947","0001","5500044853","00010","512060173","ATTACHE MOTEUR PTO ARRIÈRE","","512060173","J.","4.15","USD","PC","1","1","1","103","201","CA","","","PC","84","2009/03/25","0","100.000","349.000","0","0000/00/00","1","0000000022","2009/08/17","02:02:32","2009/09/14","2009/10/26","249.000","0","249.000","2009/10/05","00:00:00","W","M","249.000","0"
"0000104947","0001","5500042895","00010","512060328","ATTACHE DEMARREUR","","512060328","F","8.09","USD","PC","1","1","1","150","201","CA","","","PC","66","2009/02/04","0","1120.000","6885.000","0","0000/00/00","1","0000000030","2009/08/17","02:02:21","2009/09/28","2009/11/23","160.000","0","160.000","2009/08/24","00:00:00","D","F","160.000","0"
"0000104947","0001","5500042895","00010","512060328","ATTACHE DEMARREUR","","512060328","F","8.09","USD","PC","1","1","1","150","201","CA","","","PC","66","2009/02/04","0","1120.000","6885.000","0","0000/00/00","1","0000000030","2009/08/17","02:02:21","2009/09/28","2009/11/23","400.000","0","400.000","2009/08/25","00:00:00","D","F","400.000","0"
"0000104947","0001","5500042895","00010","512060328","ATTACHE DEMARREUR","","512060328","F","8.09","USD","PC","1","1","1","150","201","CA","","","PC","66","2009/02/04","0","1120.000","6885.000","0","0000/00/00","1","0000000030","2009/08/17","02:02:21","2009/09/28","2009/11/23","400.000","0","400.000","2009/08/26","00:00:00","D","F","400.000","0"
"0000104947","0001","5500042895","00010","512060328","ATTACHE DEMARREUR","","512060328","F","8.09","USD","PC","1","1","1","150","201","CA","","","PC","66","2009/02/04","0","1120.000","6885.000","0","0000/00/00","1","0000000030","2009/08/17","02:02:21","2009/09/28","2009/11/23","160.000","0","160.000","2009/08/27","00:00:00","D","F","160.000","0"
"0000104947","0001","5500042895","00010","512060328","ATTACHE DEMARREUR","","512060328","F","8.09","USD","PC","1","1","1","150","201","CA","","","PC","66","2009/02/04","0","1120.000","6885.000","0","0000/00/00","1","0000000030","2009/08/17","02:02:21","2009/09/28","2009/11/23","240.000","0","240.000","2009/10/12","00:00:00","W","M","240.000","0"
"0000104947","0001","5500042895","00010","512060328","ATTACHE DEMARREUR","","512060328","F","8.09","USD","PC","1","1","1","150","201","CA","","","PC","66","2009/02/04","0","1120.000","6885.000","0","0000/00/00","1","0000000030","2009/08/17","02:02:21","2009/09/28","2009/11/23","1200.000","0","1200.000","2009/10/19","00:00:00","W","M","1200.000","0"
"0000104947","0001","5500042895","00010","512060328","ATTACHE DEMARREUR","","512060328","F","8.09","USD","PC","1","1","1","150","201","CA","","","PC","66","2009/02/04","0","1120.000","6885.000","0","0000/00/00","1","0000000030","2009/08/17","02:02:21","2009/09/28","2009/11/23","1680.000","0","1680.000","2009/10/26","00:00:00","W","M","1680.000","0"
"0000104947","0001","5500042895","00010","512060328","ATTACHE DEMARREUR","","512060328","F","8.09","USD","PC","1","1","1","150","201","CA","","","PC","66","2009/02/04","0","1120.000","6885.000","0","0000/00/00","1","0000000030","2009/08/17","02:02:21","2009/09/28","2009/11/23","2400.000","0","2400.000","2009/11/02","00:00:00","W","M","2400.000","0"
"0000104947","0001","5500042895","00010","512060328","ATTACHE DEMARREUR","","512060328","F","8.09","USD","PC","1","1","1","150","201","CA","","","PC","66","2009/02/04","0","1120.000","6885.000","0","0000/00/00","1","0000000030","2009/08/17","02:02:21","2009/09/28","2009/11/23","245.000","0","245.000","2009/11/09","00:00:00","W","M","245.000","0"
"0000104947","0001","5500044854","00010","512060469","ATTACHE MOTEUR MAG AVANT","","512060469","E","4.52","USD","PC","1","1","1","103","201","CA","","","PC","64","2009/03/25","5740.000","11830.000","16940.000","210.000","2009/07/21","1","0000000026","2009/08/17","11:27:56","2009/09/28","2009/11/09","0","0","0","2009/08/18","00:00:00","D","F","210.000","-210.000"
"0000104947","0001","5500044854","00010","512060469","ATTACHE MOTEUR MAG AVANT","","512060469","E","4.52","USD","PC","1","1","1","103","201","CA","","","PC","64","2009/03/25","5740.000","11830.000","16940.000","210.000","2009/07/21","1","0000000026","2009/08/17","11:27:56","2009/09/28","2009/11/09","420.000","0","420.000","2009/08/19","00:00:00","D","F","210.000","210.000"
"0000104947","0001","5500044854","00010","512060469","ATTACHE MOTEUR MAG AVANT","","512060469","E","4.52","USD","PC","1","1","1","103","201","CA","","","PC","64","2009/03/25","5740.000","11830.000","16940.000","210.000","2009/07/21","1","0000000026","2009/08/17","11:27:56","2009/09/28","2009/11/09","280.000","0","280.000","2009/08/20","00:00:00","D","F","280.000","0"
"0000104947","0001","5500044854","00010","512060469","ATTACHE MOTEUR MAG AVANT","","512060469","E","4.52","USD","PC","1","1","1","103","201","CA","","","PC","64","2009/03/25","5740.000","11830.000","16940.000","210.000","2009/07/21","1","0000000026","2009/08/17","11:27:56","2009/09/28","2009/11/09","210.000","0","210.000","2009/08/24","00:00:00","D","F","210.000","0"
"0000104947","0001","5500044854","00010","512060469","ATTACHE MOTEUR MAG AVANT","","512060469","E","4.52","USD","PC","1","1","1","103","201","CA","","","PC","64","2009/03/25","5740.000","11830.000","16940.000","210.000","2009/07/21","1","0000000026","2009/08/17","11:27:56","2009/09/28","2009/11/09","350.000","0","350.000","2009/09/10","00:00:00","D","F","350.000","0"
"0000104947","0001","5500044854","00010","512060469","ATTACHE MOTEUR MAG AVANT","","512060469","E","4.52","USD","PC","1","1","1","103","201","CA","","","PC","64","2009/03/25","5740.000","11830.000","16940.000","210.000","2009/07/21","1","0000000026","2009/08/17","11:27:56","2009/09/28","2009/11/09","490.000","0","490.000","2009/09/11","00:00:00","D","F","490.000","0"
"0000104947","0001","5500044854","00010","512060469","ATTACHE MOTEUR MAG AVANT","","512060469","E","4.52","USD","PC","1","1","1","103","201","CA","","","PC","64","2009/03/25","5740.000","11830.000","16940.000","210.000","2009/07/21","1","0000000026","2009/08/17","11:27:56","2009/09/28","2009/11/09","490.000","0","490.000","2009/09/14","00:00:00","D","F","490.000","0"
"0000104947","0001","5500044854","00010","512060469","ATTACHE MOTEUR MAG AVANT","","512060469","E","4.52","USD","PC","1","1","1","103","201","CA","","","PC","64","2009/03/25","5740.000","11830.000","16940.000","210.000","2009/07/21","1","0000000026","2009/08/17","11:27:56","2009/09/28","2009/11/09","490.000","0","490.000","2009/09/15","00:00:00","D","F","490.000","0"
"0000104947","0001","5500044854","00010","512060469","ATTACHE MOTEUR MAG AVANT","","512060469","E","4.52","USD","PC","1","1","1","103","201","CA","","","PC","64","2009/03/25","5740.000","11830.000","16940.000","210.000","2009/07/21","1","0000000026","2009/08/17","11:27:56","2009/09/28","2009/11/09","560.000","0","560.000","2009/09/16","00:00:00","D","F","560.000","0"
"0000104947","0001","5500044854","00010","512060469","ATTACHE MOTEUR MAG AVANT","","512060469","E","4.52","USD","PC","1","1","1","103","201","CA","","","PC","64","2009/03/25","5740.000","11830.000","16940.000","210.000","2009/07/21","1","0000000026","2009/08/17","11:27:56","2009/09/28","2009/11/09","630.000","0","630.000","2009/09/17","00:00:00","D","F","630.000","0"
"0000104947","0001","5500044854","00010","512060469","ATTACHE MOTEUR MAG AVANT","","512060469","E","4.52","USD","PC","1","1","1","103","201","CA","","","PC","64","2009/03/25","5740.000","11830.000","16940.000","210.000","2009/07/21","1","0000000026","2009/08/17","11:27:56","2009/09/28","2009/11/09","630.000","0","630.000","2009/09/21","00:00:00","D","F","630.000","0"
"0000104947","0001","5500044854","00010","512060469","ATTACHE MOTEUR MAG AVANT","","512060469","E","4.52","USD","PC","1","1","1","103","201","CA","","","PC","64","2009/03/25","5740.000","11830.000","16940.000","210.000","2009/07/21","1","0000000026","2009/08/17","11:27:56","2009/09/28","2009/11/09","560.000","0","560.000","2009/09/22","00:00:00","D","F","560.000","0"
"0000104947","0001","5500044854","00010","512060469","ATTACHE MOTEUR MAG AVANT","","512060469","E","4.52","USD","PC","1","1","1","103","201","CA","","","PC","64","2009/03/25","5740.000","11830.000","16940.000","210.000","2009/07/21","1","0000000026","2009/08/17","11:27:56","2009/09/28","2009/11/09","490.000","0","490.000","2009/09/23","00:00:00","D","F","490.000","0"
"0000104947","0001","5500044854","00010","512060469","ATTACHE MOTEUR MAG AVANT","","512060469","E","4.52","USD","PC","1","1","1","103","201","CA","","","PC","64","2009/03/25","5740.000","11830.000","16940.000","210.000","2009/07/21","1","0000000026","2009/08/17","11:27:56","2009/09/28","2009/11/09","490.000","0","490.000","2009/09/24","00:00:00","D","F","490.000","0"
"0000104947","0001","5500044854","00010","512060469","ATTACHE MOTEUR MAG AVANT","","512060469","E","4.52","USD","PC","1","1","1","103","201","CA","","","PC","64","2009/03/25","5740.000","11830.000","16940.000","210.000","2009/07/21","1","0000000026","2009/08/17","11:27:56","2009/09/28","2009/11/09","2170.000","0","2170.000","2009/09/28","00:00:00","W","M","2170.000","0"
"0000104947","0001","5500044854","00010","512060469","ATTACHE MOTEUR MAG AVANT","","512060469","E","4.52","USD","PC","1","1","1","103","201","CA","","","PC","64","2009/03/25","5740.000","11830.000","16940.000","210.000","2009/07/21","1","0000000026","2009/08/17","11:27:56","2009/09/28","2009/11/09","1260.000","0","1260.000","2009/10/05","00:00:00","W","M","1260.000","0"
"0000104947","0001","5500044854","00010","512060469","ATTACHE MOTEUR MAG AVANT","","512060469","E","4.52","USD","PC","1","1","1","103","201","CA","","","PC","64","2009/03/25","5740.000","11830.000","16940.000","210.000","2009/07/21","1","0000000026","2009/08/17","11:27:56","2009/09/28","2009/11/09","1680.000","0","1680.000","2009/10/12","00:00:00","W","M","1680.000","0"
"0000104947","0001","5500044854","00010","512060469","ATTACHE MOTEUR MAG AVANT","","512060469","E","4.52","USD","PC","1","1","1","103","201","CA","","","PC","64","2009/03/25","5740.000","11830.000","16940.000","210.000","2009/07/21","1","0000000026","2009/08/17","11:27:56","2009/09/28","2009/11/09","910.000","0","910.000","2009/11/09","00:00:00","W","","910.000","0"
"0000104947","0001","5500044854","00010","512060469","ATTACHE MOTEUR MAG AVANT","","512060469","E","4.52","USD","PC","1","1","1","103","201","CA","","","PC","64","2009/03/25","5740.000","11830.000","16940.000","210.000","2009/07/21","1","0000000026","2009/08/17","11:27:56","2009/09/28","2009/11/09","1890.000","0","1890.000","2009/11/16","00:00:00","W","","1890.000","0"
"0000104947","0001","5500044854","00010","512060469","ATTACHE MOTEUR MAG AVANT","","512060469","E","4.52","USD","PC","1","1","1","103","201","CA","","","PC","64","2009/03/25","5740.000","11830.000","16940.000","210.000","2009/07/21","1","0000000026","2009/08/17","11:27:56","2009/09/28","2009/11/09","30.000","0","30.000","2009/11/23","00:00:00","W","","30.000","0"
"0000104947","0001","5500044855","00010","512060478","ATTACHE MOTEUR PTO ARRIÈRE","","512060478","B","4.15","USD","PC","1","1","1","103","201","CA","","","PC","64","2009/03/25","5640.000","11720.000","16840.000","240.000","2009/07/21","1","0000000025","2009/08/17","02:02:34","2009/09/28","2009/11/09","240.000","0","240.000","2009/08/18","00:00:00","D","F","240.000","0"
"0000104947","0001","5500044855","00010","512060478","ATTACHE MOTEUR PTO ARRIÈRE","","512060478","B","4.15","USD","PC","1","1","1","103","201","CA","","","PC","64","2009/03/25","5640.000","11720.000","16840.000","240.000","2009/07/21","1","0000000025","2009/08/17","02:02:34","2009/09/28","2009/11/09","240.000","0","240.000","2009/08/19","00:00:00","D","F","240.000","0"
"0000104947","0001","5500044855","00010","512060478","ATTACHE MOTEUR PTO ARRIÈRE","","512060478","B","4.15","USD","PC","1","1","1","103","201","CA","","","PC","64","2009/03/25","5640.000","11720.000","16840.000","240.000","2009/07/21","1","0000000025","2009/08/17","02:02:34","2009/09/28","2009/11/09","240.000","0","240.000","2009/08/20","00:00:00","D","F","240.000","0"
"0000104947","0001","5500044855","00010","512060478","ATTACHE MOTEUR PTO ARRIÈRE","","512060478","B","4.15","USD","PC","1","1","1","103","201","CA","","","PC","64","2009/03/25","5640.000","11720.000","16840.000","240.000","2009/07/21","1","0000000025","2009/08/17","02:02:34","2009/09/28","2009/11/09","240.000","0","240.000","2009/08/21","00:00:00","D","F","240.000","0"
"0000104947","0001","5500044855","00010","512060478","ATTACHE MOTEUR PTO ARRIÈRE","","512060478","B","4.15","USD","PC","1","1","1","103","201","CA","","","PC","64","2009/03/25","5640.000","11720.000","16840.000","240.000","2009/07/21","1","0000000025","2009/08/17","02:02:34","2009/09/28","2009/11/09","320.000","0","320.000","2009/09/10","00:00:00","D","F","320.000","0"
"0000104947","0001","5500044855","00010","512060478","ATTACHE MOTEUR PTO ARRIÈRE","","512060478","B","4.15","USD","PC","1","1","1","103","201","CA","","","PC","64","2009/03/25","5640.000","11720.000","16840.000","240.000","2009/07/21","1","0000000025","2009/08/17","02:02:34","2009/09/28","2009/11/09","480.000","0","480.000","2009/09/11","00:00:00","D","F","480.000","0"
"0000104947","0001","5500044855","00010","512060478","ATTACHE MOTEUR PTO ARRIÈRE","","512060478","B","4.15","USD","PC","1","1","1","103","201","CA","","","PC","64","2009/03/25","5640.000","11720.000","16840.000","240.000","2009/07/21","1","0000000025","2009/08/17","02:02:34","2009/09/28","2009/11/09","560.000","0","560.000","2009/09/14","00:00:00","D","F","560.000","0"
"0000104947","0001","5500044855","00010","512060478","ATTACHE MOTEUR PTO ARRIÈRE","","512060478","B","4.15","USD","PC","1","1","1","103","201","CA","","","PC","64","2009/03/25","5640.000","11720.000","16840.000","240.000","2009/07/21","1","0000000025","2009/08/17","02:02:34","2009/09/28","2009/11/09","400.000","0","400.000","2009/09/15","00:00:00","D","F","400.000","0"
"0000104947","0001","5500044855","00010","512060478","ATTACHE MOTEUR PTO ARRIÈRE","","512060478","B","4.15","USD","PC","1","1","1","103","201","CA","","","PC","64","2009/03/25","5640.000","11720.000","16840.000","240.000","2009/07/21","1","0000000025","2009/08/17","02:02:34","2009/09/28","2009/11/09","560.000","0","560.000","2009/09/16","00:00:00","D","F","560.000","0"
"0000104947","0001","5500044855","00010","512060478","ATTACHE MOTEUR PTO ARRIÈRE","","512060478","B","4.15","USD","PC","1","1","1","103","201","CA","","","PC","64","2009/03/25","5640.000","11720.000","16840.000","240.000","2009/07/21","1","0000000025","2009/08/17","02:02:34","2009/09/28","2009/11/09","640.000","0","640.000","2009/09/17","00:00:00","D","F","640.000","0"
"0000104947","0001","5500044855","00010","512060478","ATTACHE MOTEUR PTO ARRIÈRE","","512060478","B","4.15","USD","PC","1","1","1","103","201","CA","","","PC","64","2009/03/25","5640.000","11720.000","16840.000","240.000","2009/07/21","1","0000000025","2009/08/17","02:02:34","2009/09/28","2009/11/09","0","0","0","2009/09/21","00:00:00","W","F","2160.000","-2160.000"
"0000104947","0001","5500044855","00010","512060478","ATTACHE MOTEUR PTO ARRIÈRE","","512060478","B","4.15","USD","PC","1","1","1","103","201","CA","","","PC","64","2009/03/25","5640.000","11720.000","16840.000","240.000","2009/07/21","1","0000000025","2009/08/17","02:02:34","2009/09/28","2009/11/09","640.000","0","640.000","2009/09/21","00:00:00","D","F","0","640.000"
