"No Fournisseur","Division","No Doc d'achat","Item","No Pièce","Description","Sous Description","No dessin","Rév dessin","Prix","Devise","UM Prix","Base de prix","Unité qté à Unité prix","Unité prix à Unité qté","Ach","Planif","Pays Orig","Code HS","Code visa","UM Qté","Type emb","Date déb qté cum","Qté cum  reçue","Qté cum zone ferme","Qté cum zone matière","Qté dern récep","Date dern récep","Type d'appel","No appel","Date appel","Heure appel","Date fin zone ferme","Date fin zone Matière","Qté Cédulée","Qté Reçue","Bal à recevoir","Date Récp au Site BRP","Heure Récp au Site BRP","Regroup","Ferme ou Matière","Qté Appel Préc","Diff qté cédulée"
"0000104947","0001","5500031664","00010","503191258","ARBRE D'AMORTISSEUR CENTRAL","","503191258","A.","3.80","USD","PC","1","1","1","150","201","CA","","","PC","62","2008/03/06","0","1056.000","4752.000","0","0000/00/00","1","0000000018","2008/06/09","01:08:49","2008/07/07","2008/08/18","2208.000","0","2208.000","2008/10/20","00:00:00","W","","2160.000","48.000"
"0000104947","0001","5500031664","00010","503191258","ARBRE D'AMORTISSEUR CENTRAL","","503191258","A.","3.80","USD","PC","1","1","1","150","201","CA","","","PC","62","2008/03/06","0","1056.000","4752.000","0","0000/00/00","1","0000000018","2008/06/09","01:08:49","2008/07/07","2008/08/18","600.000","0","600.000","2008/11/10","00:00:00","W","","604.000","-4.000"
"0000104947","0001","5500032199","00010","503191571","AXE SUPERIEUR","","503191571","","7.75","USD","PC","1","1","1","150","201","CA","","","PC","P4","2008/03/18","0","0","600.000","0","0000/00/00","1","0000000012","2008/06/09","01:08:52","2008/07/21","2008/09/01","600.000","0","600.000","2008/08/11","00:00:00","W","M","600.000","0"
"0000104947","0001","5500032199","00010","503191571","AXE SUPERIEUR","","503191571","","7.75","USD","PC","1","1","1","150","201","CA","","","PC","P4","2008/03/18","0","0","600.000","0","0000/00/00","1","0000000012","2008/06/09","01:08:52","2008/07/21","2008/09/01","800.000","0","800.000","2008/10/13","00:00:00","W","","800.000","0"
"0000104947","0001","5500032199","00010","503191571","AXE SUPERIEUR","","503191571","","7.75","USD","PC","1","1","1","150","201","CA","","","PC","P4","2008/03/18","0","0","600.000","0","0000/00/00","1","0000000012","2008/06/09","01:08:52","2008/07/21","2008/09/01","1130.000","0","1130.000","2008/11/03","00:00:00","W","","1130.000","0"
"0000104947","0001","5500033916","00010","503191573","TIGE D'ACCOUPLEMENT","","503191573","","2.73","USD","PC","1","1","1","150","201","CA","","","PC","66","2008/04/25","0","0","100.000","0","0000/00/00","1","0000000007","2008/06/09","01:08:54","2008/07/21","2008/09/01","100.000","0","100.000","2008/08/11","00:00:00","W","M","100.000","0"
"0000104947","0001","5500033916","00010","503191573","TIGE D'ACCOUPLEMENT","","503191573","","2.73","USD","PC","1","1","1","150","201","CA","","","PC","66","2008/04/25","0","0","100.000","0","0000/00/00","1","0000000007","2008/06/09","01:08:54","2008/07/21","2008/09/01","100.000","0","100.000","2008/09/29","00:00:00","W","","100.000","0"
"0000104947","0001","5500033916","00010","503191573","TIGE D'ACCOUPLEMENT","","503191573","","2.73","USD","PC","1","1","1","150","201","CA","","","PC","66","2008/04/25","0","0","100.000","0","0000/00/00","1","0000000007","2008/06/09","01:08:54","2008/07/21","2008/09/01","1067.000","0","1067.000","2008/10/06","00:00:00","W","","993.000","74.000"
"0000104947","0001","5500031049","00010","503191776","AXE SUPERIEUR","","503191776","A.","3.76","USD","PC","1","1","1","150","201","CA","","","PC","66","2008/02/26","240.000","3240.000","3720.000","240.000","2008/05/21","1","0000000019","2008/06/09","01:08:49","2008/07/07","2008/08/18","480.000","0","480.000","2008/06/10","00:00:00","D","F","480.000","0"
"0000104947","0001","5500031049","00010","503191776","AXE SUPERIEUR","","503191776","A.","3.76","USD","PC","1","1","1","150","201","CA","","","PC","66","2008/02/26","240.000","3240.000","3720.000","240.000","2008/05/21","1","0000000019","2008/06/09","01:08:49","2008/07/07","2008/08/18","180.000","0","180.000","2008/06/11","00:00:00","D","F","180.000","0"
"0000104947","0001","5500031049","00010","503191776","AXE SUPERIEUR","","503191776","A.","3.76","USD","PC","1","1","1","150","201","CA","","","PC","66","2008/02/26","240.000","3240.000","3720.000","240.000","2008/05/21","1","0000000019","2008/06/09","01:08:49","2008/07/07","2008/08/18","240.000","0","240.000","2008/06/12","00:00:00","D","F","240.000","0"
"0000104947","0001","5500031049","00010","503191776","AXE SUPERIEUR","","503191776","A.","3.76","USD","PC","1","1","1","150","201","CA","","","PC","66","2008/02/26","240.000","3240.000","3720.000","240.000","2008/05/21","1","0000000019","2008/06/09","01:08:49","2008/07/07","2008/08/18","420.000","0","420.000","2008/06/13","00:00:00","D","F","420.000","0"
"0000104947","0001","5500031049","00010","503191776","AXE SUPERIEUR","","503191776","A.","3.76","USD","PC","1","1","1","150","201","CA","","","PC","66","2008/02/26","240.000","3240.000","3720.000","240.000","2008/05/21","1","0000000019","2008/06/09","01:08:49","2008/07/07","2008/08/18","120.000","0","120.000","2008/06/16","00:00:00","D","F","120.000","0"
